"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,4.20799571804567,0.975,0.737,0,"Glia/Neuronal cell","MT3"
9.23838816975167e-304,4.72999764275544,0.647,0.444,1.84767763395033e-300,"Glia/Neuronal cell","ALDH1L1"
2.51400692552569e-137,4.08937421340098,0.577,0.41,5.02801385105137e-134,"Glia/Neuronal cell","LMO3"
4.96087277656082e-103,5.70474386023759,0.204,0.437,9.92174555312165e-100,"Glia/Neuronal cell","NEFM"
6.74114576971498e-84,3.95591896112129,0.405,0.204,1.348229153943e-80,"Glia/Neuronal cell","TNFRSF17"
2.2018110646824e-62,5.45235907524788,0.224,0.304,4.4036221293648e-59,"Glia/Neuronal cell","LONRF2"
7.629993108102e-10,6.08960849217782,0.257,0.288,1.5259986216204e-06,"Glia/Neuronal cell","FAM69C"
2.04951036412055e-05,4.29544470921747,0.587,0.583,0.040990207282411,"Glia/Neuronal cell","NPTX2"
2.42636397264993e-05,4.57641318031392,0.167,0.357,0.0485272794529985,"Glia/Neuronal cell","STMN4"
0.000189849377235391,4.78533218627496,0.327,0.275,0.379698754470782,"Glia/Neuronal cell","SOX2"
0,6.32080846134702,0.67,0.697,0,"Mural Cell","KDR"
0,6.15092998505176,0.735,0.745,0,"Mural Cell","ADGRL4"
5.45696465648078e-308,6.78832053961447,0.452,0.304,1.09139293129616e-304,"Mural Cell","TLL1"
3.20787678667793e-275,6.2289709983602,0.639,0.732,6.41575357335585e-272,"Mural Cell","MYCT1"
1.07242264319561e-249,6.10355031026092,0.634,0.595,2.14484528639121e-246,"Mural Cell","CDH2"
9.30308100971133e-104,6.22497415509278,0.531,0.555,1.86061620194227e-100,"Mural Cell","EPHX4"
2.5635818693358e-98,7.22695384064742,0.522,0.346,5.12716373867161e-95,"Mural Cell","KCNN2"
6.24882343474754e-71,7.4314683577128,0.46,0.301,1.24976468694951e-67,"Mural Cell","MANCR"
4.10414574751513e-58,6.14919699660561,0.457,0.505,8.20829149503025e-55,"Mural Cell","AP000459.2"
1.04168761216699e-42,6.5590397339287,0.495,0.491,2.08337522433397e-39,"Mural Cell","TSPAN18"
3.06540698706397e-40,7.5342644112152,0.461,0.176,6.13081397412793e-37,"Mural Cell","PCDHB11"
5.20696562756796e-39,6.40052011904875,0.24,0.405,1.04139312551359e-35,"Mural Cell","ST6GALNAC1"
6.62417959953491e-38,6.41805728104214,0.34,0.646,1.32483591990698e-34,"Mural Cell","ACKR1"
2.19883455448975e-36,7.13735375303711,0.449,0.56,4.39766910897951e-33,"Mural Cell","SELE"
7.51608782449918e-29,6.23146899700431,0.38,0.252,1.50321756489984e-25,"Mural Cell","PMCH"
2.70493953776182e-21,6.15638642758361,0.461,0.512,5.40987907552364e-18,"Mural Cell","HSPA12B"
5.05655278510844e-10,6.09762361222505,0.431,0.456,1.01131055702169e-06,"Mural Cell","SLCO2A1"
2.43283472479255e-08,6.8551831013165,0.411,0.236,4.86566944958509e-05,"Mural Cell","BDKRB2"
2.75134244322005e-06,6.16286562253958,0.425,0.571,0.0055026848864401,"Mural Cell","NR5A2"
0.00556431791191083,6.24721316751681,0.207,0.263,1,"Mural Cell","LCN6"
0,7.75459627431024,0.861,0.723,0,"Endothelial","COL1A2"
0,7.46216868953198,0.851,0.746,0,"Endothelial","COL1A1"
0,7.9012423669786,0.781,0.799,0,"Endothelial","COL3A1"
1.76643716198011e-236,7.3132169356471,0.737,0.727,3.53287432396022e-233,"Endothelial","COL6A2"
1.47650215872786e-180,8.44640559590981,0.108,0.312,2.95300431745573e-177,"Endothelial","PRKAA2"
5.80475356329143e-80,7.34282809022197,0.59,0.619,1.16095071265829e-76,"Endothelial","EDNRA"
4.77021476596197e-58,8.16368115359001,0.23,0.253,9.54042953192394e-55,"Endothelial","IL34"
8.64015508381098e-37,7.76900429901076,0.536,0.629,1.7280310167622e-33,"Endothelial","SCG2"
1.37899787282921e-26,7.49185353285871,0.507,0.556,2.75799574565841e-23,"Endothelial","PRELP"
7.44799268706852e-25,7.56326077552149,0.135,0.283,1.4895985374137e-21,"Endothelial","FMO3"
2.2270002109369e-19,7.66112815190356,0.501,0.567,4.45400042187381e-16,"Endothelial","ASPN"
6.3358373976261e-16,7.46410216238568,0.486,0.39,1.26716747952522e-12,"Endothelial","KCNE4"
2.64966356120289e-15,7.59100201239526,0.486,0.55,5.29932712240578e-12,"Endothelial","KCNJ8"
2.90351233920844e-12,7.30975849627071,0.486,0.655,5.80702467841689e-09,"Endothelial","ENPEP"
1.46490067146706e-07,7.7247549290544,0.45,0.444,0.000292980134293413,"Endothelial","FAM13C"
8.89207574137854e-06,7.30966842810229,0.442,0.402,0.0177841514827571,"Endothelial","RASL12"
4.36933737590875e-05,7.4729601044521,0.36,0.516,0.087386747518175,"Endothelial","PAMR1"
0.000216782197841548,7.32084627167488,0.431,0.513,0.433564395683096,"Endothelial","SLC38A11"
0.000224248190203032,7.82749612981227,0.434,0.614,0.448496380406065,"Endothelial","MXRA5"
0.000757363812200343,7.29916063936586,0.416,0.572,1,"Endothelial","NODAL"
0,9.87625525142977,0.903,0.312,0,"T cell","CD3E"
0,10.7024337446734,0.834,0.331,0,"T cell","CD3G"
5.02542609062249e-292,10.0289059680853,0.617,0.066,1.0050852181245e-288,"T cell","KRT86"
1.53758649837517e-274,9.30869088544386,0.762,0.255,3.07517299675034e-271,"T cell","LCK"
3.2626119660868e-260,9.74943019926449,0.744,0.251,6.5252239321736e-257,"T cell","CD8B"
1.25222873132093e-253,9.35099585896108,0.761,0.413,2.50445746264186e-250,"T cell","GZMK"
2.5634428083292e-234,10.175997115653,0.744,0.233,5.12688561665839e-231,"T cell","TRBC2"
7.18768739928504e-231,9.37174943637392,0.737,0.341,1.43753747985701e-227,"T cell","GZMA"
1.53683928232999e-230,9.34119461874614,0.714,0.196,3.07367856465998e-227,"T cell","DTHD1"
4.76987513456405e-189,9.23141586456812,0.695,0.34,9.53975026912811e-186,"T cell","KLRB1"
9.00064070456365e-139,9.61186911423393,0.304,0.237,1.80012814091273e-135,"T cell","LINC02446"
1.23831272658509e-120,9.89062184412053,0.554,0.219,2.47662545317018e-117,"T cell","ICOS"
2.33203706467568e-97,9.39451645674541,0.55,0.383,4.66407412935137e-94,"T cell","TRDC"
6.6172778303369e-82,10.6911756909676,0.468,0.262,1.32345556606738e-78,"T cell","SAMD3"
1.41992619299801e-81,9.76775357966745,0.564,0.276,2.83985238599603e-78,"T cell","GZMH"
7.09412234933258e-69,10.3156599679267,0.388,0.327,1.41882446986652e-65,"T cell","ZNF683"
9.42841234795674e-69,10.606866506004,0.54,0.229,1.88568246959135e-65,"T cell","IFNG"
3.88764066303095e-49,9.67942615480364,0.459,0.335,7.7752813260619e-46,"T cell","CD27"
1.65853527786032e-37,9.75061405299929,0.284,0.19,3.31707055572064e-34,"T cell","VIPR2"
1.51531550763969e-23,11.2571749570644,0.365,0.133,3.03063101527938e-20,"T cell","LINC01871"
